Name_lang,ID,ChrCustomizationOptionID,ChrCustomizationReqID,OrderIndex,UiOrderIndex,Flags,AddedInPatch,SwatchColor[0],SwatchColor[1]
,6585,571,665,17,8,0,90001,53503,0
,6586,571,663,18,103,0,90001,0,0
,6587,572,669,0,5,0,90001,-11927752,0
,6588,572,669,1,4,0,90001,-11419631,0
,6589,572,669,2,6,0,90001,-10629494,0
,6590,572,669,3,7,0,90001,-11878751,0
,6591,572,669,4,2,0,90001,-1396462,0
,6592,572,669,5,1,0,90001,-1338367,0
,6593,572,669,6,3,0,90001,-665764,0
,6594,572,669,7,50,8,90001,9211532,0
,6595,572,669,8,52,8,90001,-11927752,9211532
,6596,572,669,9,54,8,90001,9211532,-10629494
,6597,572,669,10,53,8,90001,9211532,-1396462
,6598,572,669,11,51,8,90001,-665764,9211532
,6599,572,669,12,11,0,90001,-8357385,0
,6600,572,666,13,70,8,90205,-3407872,0
,6601,572,12,14,102,0,90001,0,0
,6602,572,669,15,9,0,90001,-11740161,0
,6603,572,669,16,10,0,90001,-16739841,0
,6604,572,669,17,8,0,90001,-16723713,0
,6605,572,667,18,103,0,90001,0,0
,6606,59,141,10,10,0,90001,0,0
None,6619,575,141,0,0,0,90001,0,0
Phoenix,6620,575,141,1,1,0,90001,0,0
Wreath,6621,575,141,2,2,0,90001,0,0
Filigree,6622,575,141,3,3,0,90001,0,0
Purple,6623,565,147,5,5,0,90001,7684964,0
Purple,6624,566,147,5,5,0,90001,7684964,0
Wings,6625,123,141,11,11,0,90001,0,0
Leaves,6626,123,141,12,12,0,90001,0,0
Diamonds,6627,123,141,13,13,0,90001,0,0
Slicked Back,6637,121,141,20,20,0,90001,0,0
Chonmage,6638,121,141,21,21,0,90001,0,0
Tiara,6639,121,141,22,22,0,90001,0,0
Pixie,6640,121,141,23,23,0,90001,0,0
Circlet,6641,112,141,17,17,0,90001,0,0
Prince,6642,112,141,18,18,0,90001,0,0
Thin Braids,6643,112,141,19,19,0,90001,0,0
,6644,113,141,14,22,0,90001,3883627,0
,6645,113,141,15,6,0,90001,6042112,0
,6646,113,141,16,24,0,90001,-11258553,0
,6647,122,141,16,25,0,90001,-11258553,0
,6648,122,141,15,6,0,90001,-10735104,0
,6649,122,141,14,23,0,90001,-12893589,0
,6667,578,642,0,4,0,90001,-15876868,0
,6668,578,642,1,6,0,90001,-2499854,0
,6669,578,642,2,8,0,90001,-6391041,0
,6670,578,642,3,1,0,90001,-8716311,0
,6671,578,642,4,3,0,90001,-14560257,0
,6672,578,642,5,5,0,90001,-14901761,0
,6673,578,642,6,2,0,90001,-13050881,0
,6674,578,644,7,100,0,90001,0,0
,6675,579,643,0,4,0,90001,-15876868,0
,6676,579,643,1,6,0,90001,-5854995,0
,6677,579,643,2,8,0,90001,-6391041,0
,6678,579,643,3,1,0,90001,-8716311,0
,6679,579,643,4,3,0,90001,-14560257,0
,6680,579,643,5,5,0,90001,-14901761,0
,6681,579,643,6,2,0,90001,-13050881,0
,6682,579,645,7,100,0,90001,0,0
,6687,119,141,29,14,0,90001,-13032671,0
,6688,119,141,28,13,0,90001,-11785428,0
,6689,119,141,27,12,0,90001,-9746644,0
,6690,119,141,26,11,0,90001,-4482974,0
,6695,110,141,30,14,0,90001,-13032671,0
,6696,110,141,29,13,0,90001,-11785428,0
,6697,110,141,28,12,0,90001,-9746644,0
,6698,110,141,27,11,0,90001,-5272233,0
Beaded,6699,114,141,10,10,0,90001,0,0
Full,6700,114,141,11,11,0,90001,0,0
Chin Strap,6701,114,141,12,12,0,90001,0,0
Long,6714,582,141,0,0,0,90001,0,0
Medium,6715,582,141,1,1,0,90001,0,0
Short,6716,582,141,2,2,0,90001,0,0
Long,6719,583,141,0,0,0,90001,0,0
Medium,6720,583,141,1,1,0,90001,0,0
Short,6721,583,141,2,2,0,90001,0,0
,6722,585,141,0,0,0,90001,0,0
,6723,586,141,0,0,0,90001,0,0
Claws of Ursoc (Purple),6730,565,75,6,6,0,90001,0,0
Claws of Ursoc (Gold),6731,565,76,7,7,0,90001,0,0
Claws of Ursoc (White),6732,565,77,8,8,0,90001,0,0
Claws of Ursoc (Black),6733,565,78,9,9,0,90001,0,0
None,6789,600,141,0,0,0,90001,0,0
Hoops,6790,600,141,1,1,0,90001,0,0
Left,6791,600,141,2,2,0,90001,0,0
Right,6792,600,141,3,3,0,90001,0,0
Mixed,6793,600,141,4,4,0,90001,0,0
Wing,6794,600,141,5,5,0,90001,0,0
Feathers,6795,600,141,6,6,0,90001,0,0
Plume,6796,600,141,7,7,0,90001,0,0
None,6797,601,141,0,0,0,90001,0,0
Hoops,6798,601,237,1,1,0,90001,0,0
Left,6799,601,237,2,2,0,90001,0,0
Right,6800,601,237,3,3,0,90001,0,0
Mixed,6801,601,237,4,4,0,90001,0,0
Wings,6802,601,237,5,5,0,90001,0,0
Feathers,6803,601,237,6,6,0,90001,0,0
Plume,6804,601,236,7,7,0,90001,0,0
None,6817,604,141,0,0,0,90001,0,0
Right,6818,604,141,1,1,0,90001,0,0
Left,6819,604,141,2,2,0,90001,0,0
Double Right,6820,604,141,3,3,0,90001,0,0
Double Left,6821,604,141,4,4,0,90001,0,0
Center,6822,604,141,5,5,0,90001,0,0
None,6823,605,141,0,0,0,90001,0,0
Right Nostril,6824,605,141,1,1,0,90001,0,0
Left Nostril,6825,605,141,2,2,0,90001,0,0
Right Eyebrow,6826,605,141,3,3,0,90001,0,0
Left Eyebrow,6827,605,141,4,4,0,90001,0,0
Septum,6828,605,141,5,5,0,90001,0,0
Woad,6857,607,141,0,0,0,90001,-11436890,0
Blood,6858,607,141,1,1,0,90001,-5046272,0
Emerald,6859,607,141,2,2,0,90001,-7425473,0
Mithril,6860,607,141,3,3,0,90001,-6973808,0
Ironforge,6885,608,141,1,1,0,90001,0,0
Aerie,6886,608,141,2,2,0,90001,0,0
Highlands,6887,608,141,3,3,0,90001,0,0
Thunder,6888,608,141,4,4,0,90001,0,0
Gryphon,6889,608,141,5,5,0,90001,0,0
Hinterlands,6890,608,141,6,6,0,90001,0,0
Sky,6891,608,141,7,7,0,90001,0,0
None,6894,608,141,0,0,0,90001,0,0
,6895,588,141,0,0,0,90001,0,0
,6896,589,141,0,0,0,90001,0,0
Woad,6928,610,141,0,0,0,90001,-11436890,0
Blood,6929,610,141,1,1,0,90001,-5046272,0
Emerald,6930,610,141,2,2,0,90001,-7425473,0
Mithril,6931,610,141,3,3,0,90001,-6973808,0
None,6956,611,141,0,0,0,90001,0,0
Gryphon,6957,611,141,1,1,0,90001,0,0
Ironforge,6958,611,141,2,2,0,90001,0,0
Aerie,6959,611,141,3,3,0,90001,0,0
Highlands,6960,611,141,4,4,0,90001,0,0
Hinterlands,6961,611,141,5,5,0,90001,0,0
Thunder,6962,611,141,6,6,0,90001,0,0
Sky,6963,611,141,7,7,0,90001,0,0
,6968,614,146,0,0,0,90001,16749568,0
,6969,614,142,1,1,0,90001,0,0
,6970,615,146,0,0,0,90001,16749568,0
,6971,615,142,1,1,0,90001,0,0
,6976,618,146,0,0,0,90001,8516095,0
,6977,618,142,1,1,0,90001,0,0
,6978,619,146,0,0,0,90001,8516095,0
,6979,619,142,1,1,0,90001,0,0
,7042,622,146,0,3,0,90001,-2385408,0
,7043,622,146,1,5,0,90001,-8003792,0
,7044,622,146,2,1,0,90001,-56320,0
,7045,622,146,3,7,0,90001,-4365825,0
,7046,622,146,4,6,0,90001,-15550209,0
,7047,622,146,5,2,0,90001,11944451,0
,7048,622,146,6,4,0,90001,-136373,0
,7049,622,146,7,55,8,90001,-14540254,-2385408
,7050,622,146,8,56,8,90001,-14540254,8773424
,7051,622,146,9,53,8,90001,16720896,-14540254
,7052,622,146,10,50,0,90001,-5655879,0
,7053,622,146,11,24,0,90001,9531912,0
,7054,622,146,12,25,0,90001,-7245304,0
,7055,622,146,13,22,0,90001,9916173,0
,7056,622,146,14,33,0,90001,4625573,0
,7057,622,146,15,32,0,90001,-12151643,0
,7058,622,146,16,30,0,90001,-10250623,0
,7059,622,146,17,20,0,90001,-6808790,0
,7060,622,146,18,29,0,90001,-10250623,0
,7061,622,146,19,26,0,90001,-8679065,0
,7062,622,146,20,27,0,90001,-10319279,0
,7063,622,146,21,34,0,90001,8137082,0
,7064,622,146,22,28,0,90001,-10319279,0
,7065,622,146,23,23,0,90001,-6861043,0
,7066,622,146,24,21,0,90001,9968426,0
,7067,622,146,25,31,0,90001,-10250623,0
,7068,622,146,26,51,8,90001,-8679065,4625573
,7069,622,146,27,52,8,90001,-12151643,9916173
,7070,622,146,28,57,8,90001,-14540254,-10250623
,7071,622,146,29,54,8,90001,9531912,-14540254
,7072,622,142,30,70,0,90001,0,0
,7073,623,146,0,3,0,90001,-2385408,0
,7074,623,146,1,5,0,90001,-8003792,0
,7075,623,146,2,1,0,90001,-56320,0
,7076,623,146,3,7,0,90001,-4365825,0
,7077,623,146,4,6,0,90001,-15550209,0
,7078,623,146,5,2,0,90001,11944451,0
,7079,623,146,6,4,0,90001,-136373,0
,7080,623,146,7,55,8,90001,-14540254,-2385408
,7081,623,146,8,56,8,90001,-14540254,-8003792
,7082,623,146,9,53,8,90001,-56320,-14540254
,7083,623,146,10,50,0,90001,-5655879,0
,7084,623,146,11,24,0,90001,9531912,0
,7085,623,146,12,25,0,90001,-7245304,0
,7086,623,146,13,22,0,90001,9916173,0
,7087,623,146,14,33,0,90001,4625573,0
,7088,623,146,15,32,0,90001,-12151643,0
,7089,623,146,16,30,0,90001,-10250623,0
,7090,623,146,17,20,0,90001,-6808790,0
,7091,623,146,18,29,0,90001,-10250623,0
,7092,623,146,19,26,0,90001,-8679065,0
,7093,623,146,20,27,0,90001,-10319279,0
,7094,623,146,21,34,0,90001,-8640134,0
,7095,623,146,22,28,0,90001,-10319279,0
,7096,623,146,23,23,0,90001,-6861043,0
,7097,623,146,24,21,0,90001,9968426,0
,7098,623,146,25,31,0,90001,-10250623,0
,7099,623,146,26,51,8,90001,-8679065,-12151643
,7100,623,146,27,52,8,90001,-12151643,-6861043
,7101,623,146,28,57,8,90001,-14540254,-10250623
,7102,623,146,29,54,8,90001,-7245304,-14540254
,7103,623,142,30,70,0,90001,0,0
,7111,38,141,14,1,0,90001,-3919616,0
,7112,38,141,15,6,0,90001,-10600679,0
,7113,38,141,16,9,0,90001,-1859022,0
,7114,38,141,17,24,0,90001,-14729344,0
,7115,38,141,18,23,0,90001,-10257869,0
,7116,38,141,19,30,0,90001,-1,0
,7117,38,141,20,10,0,90001,-1320054,0
,7118,33,141,14,2,0,90001,12857600,0
,7119,33,141,15,7,0,90001,6176537,0
,7120,33,141,16,19,0,90001,14918194,0
,7121,33,141,17,24,0,90001,2047872,0
,7122,33,141,18,23,0,90001,6519347,0
,7123,33,141,19,30,0,90001,16777215,0
,7124,33,141,20,20,0,90001,15457162,0
Berserker,7125,32,141,19,19,0,90001,0,0
Bald Tail,7126,32,141,20,20,0,90001,0,0
Side Braids,7127,32,141,21,21,0,90001,0,0
Headband,7128,37,141,21,21,0,90001,0,0
Knotted,7129,37,141,22,22,0,90001,0,0
Deathhawk,7130,37,141,23,23,0,90001,0,0
Shieldmaiden,7131,37,141,24,24,0,90001,0,0
,7134,35,141,19,9,0,90001,11566161,0
,7135,35,141,20,11,0,90001,4990496,0
,7137,35,141,21,12,0,90001,4138275,0
,7141,30,141,27,7,0,90001,11368276,0
,7142,30,141,28,11,0,90001,6961970,0
,7143,30,141,29,12,0,90001,4664874,0
,7144,624,148,0,0,0,90001,0,0
Black,7145,624,147,1,1,0,90001,3938657,0
Violet,7146,624,147,2,2,0,90001,8728172,0
Purple,7147,624,147,3,3,0,90001,4073372,0
Blue,7148,624,147,4,4,0,90001,3900310,0
White,7149,624,147,5,5,0,90001,12436159,0
,7150,625,148,0,0,0,90001,0,0
Black,7151,625,147,1,1,0,90001,3938657,0
Violet,7152,625,147,2,2,0,90001,8728172,0
Purple,7153,625,147,3,3,0,90001,4073372,0
Blue,7154,625,147,4,4,0,90001,3900310,0
White,7155,625,147,5,5,0,90001,12436159,0
,7156,626,148,0,0,0,90001,0,0
Gray,7157,626,147,1,1,0,90001,2307425,0
Black,7158,626,147,2,2,0,90001,2320491,0
Brown,7159,626,147,3,3,0,90001,6694943,0
Tan,7160,626,147,4,4,0,90001,9862197,0
White,7161,626,147,5,5,0,90001,4087373,0
,7162,627,148,0,0,0,90001,0,0
Gray,7163,627,147,1,1,0,90001,2307425,0
Black,7164,627,147,2,2,0,90001,2320491,0
Brown,7165,627,147,3,3,0,90001,6694943,0
Tan,7166,627,147,4,4,0,90001,9862197,0
White,7167,627,147,5,5,0,90001,4087373,0
,7168,629,148,0,0,0,90001,0,0
Gray,7169,629,147,1,1,0,90001,7637647,0
Black,7170,629,147,2,2,0,90001,3160636,0
Brown,7171,629,147,3,3,0,90001,8875092,0
White,7172,629,147,4,4,0,90001,9937069,0
Tan,7173,629,147,5,5,0,90001,5389312,0
,7174,628,148,0,0,0,90001,0,0
Gray,7175,628,147,1,1,0,90001,7637647,0
Black,7176,628,147,2,2,0,90001,3160636,0
Brown,7177,628,147,3,3,0,90001,8875092,0
White,7178,628,147,4,4,0,90001,9937069,0
Tan,7179,628,147,5,5,0,90001,5389312,0
Gold Cuff,7186,631,141,1,1,0,90001,0,0
Silver Cuff,7187,631,141,2,2,0,90001,0,0
Gold Filigree,7188,631,141,3,3,0,90001,0,0
Silver Filigree,7189,631,141,4,4,0,90001,0,0
Gold Chains,7190,631,141,5,5,0,90001,0,0
Silver Chains,7191,631,141,6,6,0,90001,0,0
None,7192,631,141,0,0,0,90001,0,0
,7193,618,12,2,2,0,90001,0,0
,7194,619,12,2,2,0,90001,0,0
,7195,618,10,3,1000,0,90001,0,0
,7196,619,10,3,1000,0,90001,0,0
,7197,463,10,25,1000,0,90001,0,0
,7198,464,10,25,1000,0,90001,0,0
,7199,463,12,26,92,0,90001,0,0
,7200,463,12,27,93,0,90001,0,0
,7201,632,148,0,0,0,90001,0,0
Sea Lion,7202,632,147,1,1,0,90001,0,0
Orca,7203,632,307,2,2,0,90001,0,0
Dolphin,7204,632,306,3,3,0,90001,0,0
Tideskipper,7205,632,308,4,4,0,90001,0,0
,7206,633,148,0,0,0,90001,0,0
Sea Lion,7207,633,147,1,1,0,90001,0,0
Orca,7210,633,307,2,2,0,90001,0,0
Dolphin,7211,633,306,3,3,0,90001,0,0
Tideskipper,7212,633,308,4,4,0,90001,0,0
,7213,634,148,0,0,0,90001,0,0
Sea Lion,7214,634,147,1,1,0,90001,0,0
Orca,7215,634,307,2,2,0,90001,0,0
Dolphin,7216,634,306,3,3,0,90001,0,0
Tideskipper,7217,634,308,4,4,0,90001,0,0
,7218,635,148,0,0,0,90001,0,0
Sea Lion,7219,635,147,1,1,0,90001,0,0
Orca,7220,635,307,2,2,0,90001,0,0
Dolphin,7221,635,306,3,3,0,90001,0,0
Tideskipper,7222,635,308,4,4,0,90001,0,0
,7223,636,148,0,0,0,90001,0,0
Stag,7224,636,147,1,1,0,90001,0,0
Cheetah,7225,636,309,2,2,0,90001,0,0
Doe,7226,636,310,3,3,0,90001,0,0
,7227,637,148,0,0,0,90001,0,0
Stag,7228,637,147,1,1,0,90001,0,0
Cheetah,7229,637,309,2,2,0,90001,0,0
,7230,638,148,0,0,0,90001,0,0
Stag,7231,638,147,1,1,0,90001,0,0
Cheetah,7232,638,309,2,2,0,90001,0,0
Doe,7233,638,310,3,3,0,90001,0,0
,7234,639,148,0,0,0,90001,0,0
Stag,7235,639,147,1,1,0,90001,0,0
Cheetah,7236,639,309,2,2,0,90001,0,0
Doe,7237,639,310,3,3,0,90001,0,0
,7238,640,148,0,0,0,90001,0,0
Storm Crow,7239,640,147,1,1,0,90001,0,0
Sentinel,7240,640,311,2,2,0,90001,0,0
Humble Flyer,7241,640,312,3,3,0,90001,0,0
Lunarwing,7242,640,331,4,4,0,90001,0,0
,7243,641,148,0,0,0,90001,0,0
Storm Crow,7244,641,147,1,1,0,90001,0,0
Sentinel,7245,641,311,2,2,0,90001,0,0
Humble Flyer,7246,641,312,3,3,0,90001,0,0
Lunarwing,7247,641,331,4,4,0,90001,0,0
,7248,642,148,0,0,0,90001,0,0
Storm Crow,7249,642,147,1,1,0,90001,0,0
Sentinel,7250,642,311,2,2,0,90001,0,0
Humble Flyer,7251,642,312,3,3,0,90001,0,0
Lunarwing,7252,642,331,4,4,0,90001,0,0
,7253,643,148,0,0,0,90001,0,0
Storm Crow,7254,643,147,1,1,0,90001,0,0
Sentinel,7255,643,311,2,2,0,90001,0,0
Humble Flyer,7256,643,312,3,3,0,90001,0,0
Lunarwing,7257,643,331,4,4,0,90001,0,0
,7274,646,146,0,6,0,90001,9329035,0
,7275,646,146,1,1,0,90001,11166263,0
,7276,646,146,2,4,0,90001,6067052,0
,7277,646,146,3,2,0,90001,13017935,0
,7278,646,146,4,5,0,90001,6990520,0
,7279,646,146,5,7,0,90001,9673885,0
,7280,646,146,6,3,0,90001,12107641,0
,7281,646,142,7,100,0,90001,0,0
,7282,647,146,0,6,0,90001,9329035,0
,7283,647,146,1,1,0,90001,11166263,0
,7284,647,146,2,4,0,90001,6067052,0
,7285,647,146,3,2,0,90001,13017935,0
,7286,647,146,4,5,0,90001,6990520,0
,7287,647,146,5,7,0,90001,9673885,0
,7288,647,146,6,3,0,90001,12107641,0
,7289,647,142,7,100,0,90001,0,0
,7290,647,10,8,101,0,90001,0,0
,7291,646,10,8,101,0,90001,0,0
None,7300,649,141,0,0,0,90001,0,0
Hoops,7301,649,141,1,1,0,90001,0,0
Double Hoops,7302,649,141,2,2,0,90001,0,0
Tusks,7303,649,141,3,3,0,90001,0,0
Feathers,7304,649,141,4,4,0,90001,0,0
None,7309,651,141,0,0,0,90001,0,0
Stone,7310,651,141,1,1,0,90001,0,0
Totem,7311,651,141,2,2,0,90001,0,0
Tusk,7312,651,141,3,3,0,90001,0,0
None,7316,653,141,0,0,0,90001,0,0
Tusk,7317,653,141,1,1,0,90001,0,0
Totem,7318,653,141,2,2,0,90001,0,0
None,7322,655,141,0,0,0,90001,0,0
Feathers,7323,655,141,1,1,0,90001,0,0
Tails,7324,655,141,2,2,0,90001,0,0
None,7328,657,141,0,0,0,90001,0,0
Feathers,7329,657,141,1,1,0,90001,0,0
Tails,7330,657,141,2,2,0,90001,0,0
None,7334,659,141,0,0,0,90001,0,0
Left,7335,659,141,1,1,0,90001,0,0
Right,7336,659,141,2,2,0,90001,0,0
None,7343,661,141,0,0,0,90001,0,0
Small,7344,661,141,1,1,0,90001,0,0
Open,7345,661,141,2,3,0,90001,0,0
Bead,7346,661,141,3,4,0,90001,0,0
Large,7347,661,141,4,2,0,90001,0,0
None,7349,663,141,0,0,0,90001,0,0
Kodo,7350,663,141,1,1,0,90001,0,0
Hawk,7351,663,141,2,3,0,90001,0,0
Otter,7352,663,141,3,2,0,90001,0,0
None,7353,662,141,0,0,0,90001,0,0
Kodo,7354,662,141,1,1,0,90001,0,0
Hawk,7355,662,141,2,3,0,90001,0,0
Otter,7356,662,141,3,2,0,90001,0,0
None,7369,666,141,0,0,0,90001,0,0
Kodo,7370,666,141,1,1,0,90001,0,0
Otter,7371,666,141,2,2,0,90001,0,0
Hawk,7372,666,141,3,3,0,90001,0,0
None,7373,667,141,0,0,0,90001,0,0
Kodo,7374,667,141,1,1,0,90001,0,0
Otter,7375,667,141,2,2,0,90001,0,0
Hawk,7376,667,141,3,3,0,90001,0,0
,7377,668,141,0,0,0,90001,4022131,0
,7378,668,141,1,1,0,90001,8263955,0
,7379,668,141,2,2,0,90001,1270349,0
,7380,668,141,3,50,0,90001,8263955,4022131
,7381,668,141,4,4,0,90001,3971988,0
,7382,668,141,5,5,0,90001,13668406,0
,7383,669,141,0,0,0,90001,4022131,0
,7384,669,141,1,1,0,90001,8263955,0
,7385,669,141,2,2,0,90001,1270349,0
,7386,669,141,3,50,0,90001,8263955,4022131
,7387,669,141,4,4,0,90001,3971988,0
,7388,669,141,5,5,0,90001,13668406,0
Curved,7389,71,141,16,16,0,90001,0,0
Twisted,7390,71,141,17,17,0,90001,0,0
Curled,7391,71,141,18,18,0,90001,0,0
Hooked,7392,71,141,19,19,0,90001,0,0
Curved,7393,77,141,18,18,0,90001,0,0
Ram,7394,77,141,19,19,0,90001,0,0
Longhorn,7395,77,141,20,20,0,90001,0,0
Hooked,7396,77,141,21,21,0,90001,0,0
Bull,7397,77,141,22,22,0,90001,0,0
Trailing,7398,79,141,5,5,0,90001,0,0
Drape,7399,79,141,6,6,0,90001,0,0
Left Braid,7400,79,141,7,7,0,90001,0,0
Left Flowers,7401,79,141,8,8,0,90001,0,0
Right Braid,7402,79,141,9,9,0,90001,0,0
Right Flowers,7403,79,141,10,10,0,90001,0,0
Totem,7404,79,141,11,11,0,90001,0,0
Feathers,7405,79,141,12,12,0,90001,0,0
Daffodils,7406,79,141,13,13,0,90001,0,0
Ceremonial,7407,79,141,14,14,0,90001,0,0
Mane,7408,671,141,0,0,0,90001,0,0
Braids,7409,671,141,1,1,0,90001,0,0
Chops,7410,671,141,2,2,0,90001,0,0
Sideburns,7411,671,141,3,3,0,90001,0,0
Wrapped,7412,671,141,4,4,0,90001,0,0
Rings,7413,671,141,5,5,0,90001,0,0
Feathers,7414,671,141,6,6,0,90001,0,0
Totems,7415,671,141,7,7,0,90001,0,0
Drape,7416,671,141,8,8,0,90001,0,0
Ceremonial,7417,671,141,9,9,0,90001,0,0
Beads,7418,671,141,10,10,0,90001,0,0
Tied,7419,73,141,7,7,0,90001,0,0
Full,7420,73,141,8,8,0,90001,0,0
Feather,7421,73,141,9,9,0,90001,0,0
Triple Braids,7422,73,141,10,10,0,90001,0,0
Goatee,7423,73,141,11,11,0,90001,0,0
Tuft,7424,73,141,12,12,0,90001,0,0
Short,7425,672,141,0,0,0,90001,0,0
Parted,7426,672,141,1,1,0,90001,0,0
Natural,7427,672,141,2,2,0,90001,0,0
Shaggy,7428,672,141,3,3,0,90001,0,0
Short,7429,673,141,0,0,0,90001,0,0
Shaggy,7431,673,141,1,1,0,90001,0,0
Natural,7433,673,141,2,2,0,90001,0,0
Doe,7435,637,310,3,3,0,90001,0,0
,7436,74,141,21,51,0,90001,-3962304,0
,7437,74,141,22,52,0,90001,-7578587,0
,7438,74,141,23,2,0,90001,-13356237,0
,7439,68,141,29,61,0,90001,-3962304,0
,7440,68,141,30,62,0,90001,-7578587,0
,7441,68,141,31,3,0,90001,3223857,0
Sharp,7444,675,141,0,0,0,90001,0,0
Gnawed,7445,675,141,1,1,0,90001,0,0
Short,7446,675,141,2,2,0,90001,0,0
Askew,7447,675,141,3,3,0,90001,0,0
Frayed,7448,675,141,4,4,0,90001,0,0
Chewed,7449,675,141,5,5,0,90001,0,0
Curled,7450,675,141,6,6,0,90001,0,0
Clipped,7451,675,141,7,7,0,90001,0,0
Choppy,7452,675,141,8,8,0,90001,0,0
Crooked,7453,675,141,9,9,0,90001,0,0
Pinned,7454,675,141,10,10,0,90001,0,0
Curved,7455,675,141,11,11,0,90001,0,0
,7458,203,322,9,2,0,90001,-7894900,0
,7459,203,322,10,8,0,90001,-12693671,0
,7460,203,322,11,3,0,90001,-9212299,0
,7461,203,322,12,10,0,90001,-7686693,0
,7462,203,322,13,4,0,90001,-6526672,0
,7463,203,322,14,11,0,90001,14541286,0
,7466,208,141,13,26,0,90001,-3092527,0
,7467,208,141,14,4,0,90001,-8355966,0
,7468,208,141,15,23,0,90001,-12693671,0
,7469,208,141,16,5,0,90001,-9212299,0
,7470,208,141,17,25,0,90001,-6242341,0
,7471,208,141,18,8,0,90001,-6526672,0
Bald,7472,37,141,25,25,0,90001,0,0
Bald,7473,16,141,32,25,0,90001,0,0
Bald,7474,51,141,15,15,0,90001,0,0
Lost,7475,65,141,18,18,0,90001,0,0
Bald,7476,370,141,8,8,0,90001,0,0
Bald,7477,87,141,16,16,0,90001,0,0
Bald,7478,97,141,12,12,0,90001,0,0
Ritual,7479,292,141,10,10,0,90001,0,0
Bald,7480,357,141,8,8,0,90001,0,0
Bald,7481,107,141,17,17,0,90001,0,0
Bald,7482,121,141,24,24,0,90001,0,0
Purified,7483,278,141,7,7,0,90001,0,0
Bald,7484,135,141,17,17,0,90001,0,0
Depilated,7485,241,141,6,6,0,90001,0,0
Glabrous,7486,266,141,10,10,0,90001,0,0
Quarterdeck,7487,305,141,9,9,0,90001,0,0
Bald,7488,42,141,12,12,0,90001,0,0
Bald,7489,112,141,20,20,0,90001,0,0
Barren,7490,261,141,12,12,0,90001,0,0
Cleansed,7491,271,141,6,6,0,90001,0,0
,7603,682,648,0,1,0,90001,14548223,0
,7604,682,651,1,20,8,90001,14548223,-14540254
,7605,682,652,2,40,8,90001,-14540254,14548223
,7606,682,648,3,2,0,90001,7268607,0
,7607,682,651,4,21,8,90001,7268607,-14540254
,7608,682,652,5,41,8,90001,-14540254,7268607
,7610,682,648,7,3,0,90001,16777029,0
,7611,682,651,8,22,8,90001,16777029,4852747
,7612,682,652,9,42,8,90001,4852747,16777029
,7614,682,653,11,80,0,90001,1450550,0
,7615,682,12,12,100,0,90001,4463948,0
,7616,682,654,13,81,0,90205,13369344,0
,7617,682,12,14,102,0,90001,8147755,0
,7618,682,650,15,71,0,90001,-7536641,0
,7619,683,658,0,1,0,90001,14548223,0
,7620,683,659,1,32,8,90001,14548223,-14540254
,7621,683,660,2,40,8,90001,-14540254,14548223
,7622,683,658,3,2,0,90001,7268607,0
,7623,683,659,4,33,8,90001,7268607,-14540254
,7624,683,660,5,41,8,90001,-14540254,7268607
,7626,683,658,6,3,0,90001,16777029,0
,7627,683,659,7,34,8,90001,16777029,4852747
,7628,683,660,8,42,8,90001,4852747,16777029
,7630,683,661,9,80,0,90001,1450550,0
,7631,683,12,10,100,0,90001,4463948,0
,7632,683,655,11,81,8,90205,13369344,0
,7633,683,12,12,102,0,90001,8147755,0
,7634,683,656,13,70,0,90001,-7536641,0
,7635,682,647,16,72,0,90001,0,0
,7636,683,657,14,71,0,90001,0,0
,7637,682,10,17,1000,0,90001,0,0
,7638,683,10,15,1000,0,90001,0,0
,7639,572,668,19,104,0,90001,0,0
,7640,572,10,20,105,0,90001,0,0
,7641,571,664,19,104,0,90001,0,0
,7642,571,10,20,105,0,90001,0,0
,7669,686,146,0,1,0,90001,7444155,0
,7670,686,146,2,31,8,90001,-14540254,7444155
,7671,686,146,3,2,0,90001,10006978,0
,7672,686,146,5,32,8,90001,-14540254,10006978
,7673,686,146,6,3,0,90001,6850664,0
,7674,686,146,8,33,8,90001,-14540254,6850664
,7675,686,146,9,6,0,90001,9192737,0
,7676,686,146,11,36,8,90001,-14540254,9192737
,7677,686,146,12,4,0,90001,12033377,0
,7678,686,146,14,34,8,90001,-14540254,12033377
,7679,686,146,15,5,0,90001,7618339,0
,7680,686,146,17,35,8,90001,-14540254,7618339
,7681,686,142,18,70,0,90001,0,0
,7682,687,146,0,1,0,90001,7444155,0
,7683,687,146,2,23,8,90001,-14540254,7444155
,7684,687,146,3,2,0,90001,10006978,0
,7685,687,146,5,24,8,90001,-14540254,10006978
,7686,687,146,6,3,0,90001,6850664,0
,7687,687,146,8,25,8,90001,-14540254,6850664
,7688,687,146,9,6,0,90001,9192737,0
,7689,687,146,11,28,8,90001,-14540254,9192737
,7690,687,146,12,4,0,90001,12033377,0
,7691,687,146,14,26,8,90001,-14540254,12033377
,7692,687,146,15,5,0,90001,7618339,0
,7693,687,146,17,27,8,90001,-14540254,7618339
,7694,687,142,18,100,0,90001,0,0
,7695,686,10,19,1000,0,90001,0,0
,7696,687,10,19,101,0,90001,0,0
Short,7703,689,141,0,0,0,90001,0,0
Short Ornate,7704,689,141,1,1,0,90001,0,0
Medium,7705,689,141,2,2,0,90001,0,0
