sound_kit_id,reason,attack_roles_found,creature_sound_data_ids,creature_model_data_ids,creature_display_ids,display_gender_values,file_count_in_sound_kit,file_data_ids,filenames
148097,no_creature_sound_data_attack_mapping,,,,,,5,632707|632709|632711|632713|632715,mon_sha_med_attackcrit_01|mon_sha_med_attackcrit_02|mon_sha_med_attackcrit_03|mon_sha_med_attackcrit_04|mon_sha_med_attackcrit_05
148307,no_creature_sound_data_attack_mapping,,,,,,1,970704,mon_draenorclefthoof_attackcrit_01
148572,no_creature_sound_data_attack_mapping,,,,,,10,1890767|1890768|1890769|1890770|1890771|1890772|1890773|1890774|1890795|1890796,mon_facelessone_v2_attack_03|mon_facelessone_v2_attack_04|mon_facelessone_v2_attack_05|mon_facelessone_v2_attack_06|mon_facelessone_v2_attack_07|mon_facelessone_v2_attackcrit_01|mon_facelessone_v2_attackcrit_02|mon_facelessone_v2_attackcrit_03|mon_facelessone_v2_attack_01|mon_facelessone_v2_attack_02
148804,no_creature_sound_data_attack_mapping,,,,,,1,609322,mon_mogu_attack_06
148805,no_creature_sound_data_attack_mapping,,,,,,1,609310,mon_mogu_attackcrit_04
148806,no_creature_sound_data_attack_mapping,,,,,,1,609306,mon_mogu_attackcrit_02
148837,no_creature_sound_data_attack_mapping,,,,,,3,3014233|3014235|3014237,mon_void_dragon_attackcrit_01|mon_void_dragon_attackcrit_02|mon_void_dragon_attackcrit_04
153727,no_creature_model_data_for_creature_sound_data,attack,6775,,,,10,3511966|3511967|3511968|3511969|3511970|3511971|3511972|3511973|3511974|3511975,mon_maldraxxusconstruct_attack_01_153727|mon_maldraxxusconstruct_attack_02_153727|mon_maldraxxusconstruct_attack_03_153727|mon_maldraxxusconstruct_attack_04_153727|mon_maldraxxusconstruct_attack_05_153727|mon_maldraxxusconstruct_attack_06_153727|mon_maldraxxusconstruct_attack_07_153727|mon_maldraxxusconstruct_attack_08_153727|mon_maldraxxusconstruct_attack_09_153727|mon_maldraxxusconstruct_attack_10_153727
153728,no_creature_model_data_for_creature_sound_data,attack_critical,6775,,,,5,3511961|3511962|3511963|3511964|3511965,mon_maldraxxusconstruct_attackcritical_01_153728|mon_maldraxxusconstruct_attackcritical_02_153728|mon_maldraxxusconstruct_attackcritical_03_153728|mon_maldraxxusconstruct_attackcritical_04_153728|mon_maldraxxusconstruct_attackcritical_05_153728
154070,no_creature_model_data_for_creature_sound_data,attack_critical,6779,,,,5,3515509|3515511|3515512|3515513|3515514,mon_maldraxxusmutant_attackcritical_01_154070|mon_maldraxxusmutant_attackcritical_02_154070|mon_maldraxxusmutant_attackcritical_03_154070|mon_maldraxxusmutant_attackcritical_04_154070|mon_maldraxxusmutant_attackcritical_05_154070
154071,no_creature_model_data_for_creature_sound_data,attack,6779,,,,10,3515515|3515516|3515517|3515518|3515519|3515520|3515521|3515522|3515523|3515524,mon_maldraxxusmutant_attack_01_154071|mon_maldraxxusmutant_attack_02_154071|mon_maldraxxusmutant_attack_03_154071|mon_maldraxxusmutant_attack_04_154071|mon_maldraxxusmutant_attack_05_154071|mon_maldraxxusmutant_attack_06_154071|mon_maldraxxusmutant_attack_07_154071|mon_maldraxxusmutant_attack_08_154071|mon_maldraxxusmutant_attack_09_154071|mon_maldraxxusmutant_attack_10_154071
154078,no_creature_model_data_for_creature_sound_data,attack,6780,,,,10,3515653|3515654|3515655|3515656|3515657|3515658|3515659|3515660|3515661|3515662,mon_bloodelf_rogue_attack_00_154078|mon_bloodelf_rogue_attack_01_154078|mon_bloodelf_rogue_attack_02_154078|mon_bloodelf_rogue_attack_03_154078|mon_bloodelf_rogue_attack_04_154078|mon_bloodelf_rogue_attack_05_154078|mon_bloodelf_rogue_attack_06_154078|mon_bloodelf_rogue_attack_07_154078|mon_bloodelf_rogue_attack_08_154078|mon_bloodelf_rogue_attack_09_154078
154079,no_creature_model_data_for_creature_sound_data,attack_critical,6780,,,,5,3515647|3515649|3515650|3515651|3515652,mon_bloodelf_rogue_attackcritical_00_154079|mon_bloodelf_rogue_attackcritical_01_154079|mon_bloodelf_rogue_attackcritical_02_154079|mon_bloodelf_rogue_attackcritical_03_154079|mon_bloodelf_rogue_attackcritical_04_154079
154305,no_creature_model_data_for_creature_sound_data,attack,6786,,,,5,3525310|3525312|3525314|3525316|3525318,mon_thunderislebird_attack_01_154305|mon_thunderislebird_attack_02_154305|mon_thunderislebird_attack_03_154305|mon_thunderislebird_attack_04_154305|mon_thunderislebird_attack_05_154305
154306,no_creature_model_data_for_creature_sound_data,attack_critical,6786,,,,4,3525296|3525298|3525300|3525302,mon_thunderislebird_attackcritical_01_154306|mon_thunderislebird_attackcritical_02_154306|mon_thunderislebird_attackcritical_03_154306|mon_thunderislebird_attackcritical_04_154306
154560,no_creature_model_data_for_creature_sound_data,attack,6792,,,,10,3532767|3532768|3532769|3532770|3532771|3532772|3532773|3532774|3532775|3532776,mon_vampire_female_attack_01_154560|mon_vampire_female_attack_02_154560|mon_vampire_female_attack_03_154560|mon_vampire_female_attack_04_154560|mon_vampire_female_attack_05_154560|mon_vampire_female_attack_06_154560|mon_vampire_female_attack_07_154560|mon_vampire_female_attack_08_154560|mon_vampire_female_attack_09_154560|mon_vampire_female_attack_10_154560
154561,no_creature_model_data_for_creature_sound_data,attack_critical,6792,,,,5,3532761|3532763|3532764|3532765|3532766,mon_vampire_female_attackcritical_01_154561|mon_vampire_female_attackcritical_02_154561|mon_vampire_female_attackcritical_03_154561|mon_vampire_female_attackcritical_04_154561|mon_vampire_female_attackcritical_05_154561
154810,no_creature_model_data_for_creature_sound_data,attack,6796|7140,,,,7,3532533|3532535|3532537|3532539|3532541|3532543|3532545,mon_horse3_attack_07_154810|mon_horse3_attack_06_154810|mon_horse3_attack_05_154810|mon_horse3_attack_04_154810|mon_horse3_attack_03_154810|mon_horse3_attack_02_154810|mon_horse3_attack_01_154810
154811,no_creature_model_data_for_creature_sound_data,attack_critical,6796|7140,,,,3,3532527|3532529|3532531,mon_horse3_attackcritical_03_154811|mon_horse3_attackcritical_02_154811|mon_horse3_attackcritical_01_154811
154843,no_creature_model_data_for_creature_sound_data,attack,6798,,,,10,3536727|3536728|3536729|3536730|3536731|3536732|3536733|3536734|3536735|3536736,mon_maldraxxusmutant_attack_01_154843|mon_maldraxxusmutant_attack_02_154843|mon_maldraxxusmutant_attack_03_154843|mon_maldraxxusmutant_attack_04_154843|mon_maldraxxusmutant_attack_05_154843|mon_maldraxxusmutant_attack_06_154843|mon_maldraxxusmutant_attack_07_154843|mon_maldraxxusmutant_attack_08_154843|mon_maldraxxusmutant_attack_09_154843|mon_maldraxxusmutant_attack_10_154843
154844,no_creature_model_data_for_creature_sound_data,attack_critical,6798,,,,4,3536723|3536724|3536725|3536726,mon_maldraxxusmutant_attackcritical_01_154844|mon_maldraxxusmutant_attackcritical_02_154844|mon_maldraxxusmutant_attackcritical_03_154844|mon_maldraxxusmutant_attackcritical_04_154844
154993,no_creature_model_data_for_creature_sound_data,attack,6800,,,,7,3533503|3533504|3533505|3533506|3533507|3533508|3533509,mon_giantwasp_attack_07_154697|mon_giantwasp_attack_06_154697|mon_giantwasp_attack_05_154697|mon_giantwasp_attack_04_154697|mon_giantwasp_attack_03_154697|mon_giantwasp_attack_02_154697|mon_giantwasp_attack_01_154697
154994,no_creature_model_data_for_creature_sound_data,attack_critical,6800,,,,3,3533500|3533501|3533502,mon_giantwasp_attackcritical_03_154698|mon_giantwasp_attackcritical_02_154698|mon_giantwasp_attackcritical_01_154698
155333,no_creature_sound_data_attack_mapping,,,,,,3,549781|549782|549784,ghostattackb|ghostattacka|ghostattackc
155357,no_creature_sound_data_attack_mapping,,,,,,4,3522580|3522582|3522584|3522586,mon_experimental_clawguard_attack_01_154268|mon_experimental_clawguard_attack_02_154268|mon_experimental_clawguard_attack_03_154268|mon_experimental_clawguard_attack_04_154268
155358,no_creature_sound_data_attack_mapping,,,,,,4,3522588|3522590|3522592|3522594,mon_experimental_clawguard_attack_05_154268|mon_experimental_clawguard_attack_06_154268|mon_experimental_clawguard_attack_07_154268|mon_experimental_clawguard_attack_08_154268
155360,no_creature_sound_data_attack_mapping,,,,,,8,3522580|3522582|3522584|3522586|3522588|3522590|3522592|3522594,mon_experimental_clawguard_attack_01_154268|mon_experimental_clawguard_attack_02_154268|mon_experimental_clawguard_attack_03_154268|mon_experimental_clawguard_attack_04_154268|mon_experimental_clawguard_attack_05_154268|mon_experimental_clawguard_attack_06_154268|mon_experimental_clawguard_attack_07_154268|mon_experimental_clawguard_attack_08_154268
155362,no_creature_model_data_for_creature_sound_data,attack,6804,,,,10,3551366|3551368|3551370|3551372|3551374|3551376|3551378|3551380|3551382|3551384,mon_greeter_mnemis_attack_01_155180|mon_greeter_mnemis_attack_02_155180|mon_greeter_mnemis_attack_03_155180|mon_greeter_mnemis_attack_04_155180|mon_greeter_mnemis_attack_05_155180|mon_greeter_mnemis_attack_06_155180|mon_greeter_mnemis_attack_07_155180|mon_greeter_mnemis_attack_08_155180|mon_greeter_mnemis_attack_09_155180|mon_greeter_mnemis_attack_10_155180
155369,no_creature_model_data_for_creature_sound_data,attack,6806,,,,10,3554237|3554239|3554241|3554243|3554245|3554247|3554249|3554251|3554253|3554255,mon_bron_attack_01_155276|mon_bron_attack_02_155276|mon_bron_attack_03_155276|mon_bron_attack_04_155276|mon_bron_attack_05_155276|mon_bron_attack_06_155276|mon_bron_attack_07_155276|mon_bron_attack_08_155276|mon_bron_attack_09_155276|mon_bron_attack_10_155276
155624,no_creature_model_data_for_creature_sound_data,attack,6814,,,,9,3566606|3566607|3566608|3566609|3566610|3566611|3566612|3566613|3566614,mon_ossien_summon_attack_01_155624|mon_ossien_summon_attack_02_155624|mon_ossien_summon_attack_03_155624|mon_ossien_summon_attack_04_155624|mon_ossien_summon_attack_05_155624|mon_ossien_summon_attack_06_155624|mon_ossien_summon_attack_07_155624|mon_ossien_summon_attack_08_155624|mon_ossien_summon_attack_09_155624
155625,no_creature_model_data_for_creature_sound_data,attack_critical,6814,,,,6,3566600|3566601|3566602|3566603|3566604|3566605,mon_ossien_summon_attackcritical_01_155625|mon_ossien_summon_attackcritical_02_155625|mon_ossien_summon_attackcritical_03_155625|mon_ossien_summon_attackcritical_04_155625|mon_ossien_summon_attackcritical_05_155625|mon_ossien_summon_attackcritical_06_155625
156051,no_creature_model_data_for_creature_sound_data,attack,6817,,,,10,2061539|2061541|2061542|2061543|2061544|2061545|2061546|2061547|2061548|2061549,mon_unboundabomination_attack01|mon_unboundabomination_attack02|mon_unboundabomination_attack03|mon_unboundabomination_attack04|mon_unboundabomination_attack05|mon_unboundabomination_attack06|mon_unboundabomination_attack07|mon_unboundabomination_attack08|mon_unboundabomination_attack09|mon_unboundabomination_attack10
156052,no_creature_model_data_for_creature_sound_data,attack_critical,6817,,,,5,2061550|2061551|2061552|2061553|2061554,mon_unboundabomination_attackcrit01|mon_unboundabomination_attackcrit02|mon_unboundabomination_attackcrit03|mon_unboundabomination_attackcrit04|mon_unboundabomination_attackcrit05
156056,no_creature_sound_data_attack_mapping,,,,,,5,2061550|2061551|2061552|2061553|2061554,mon_unboundabomination_attackcrit01|mon_unboundabomination_attackcrit02|mon_unboundabomination_attackcrit03|mon_unboundabomination_attackcrit04|mon_unboundabomination_attackcrit05
156187,no_creature_model_data_for_creature_sound_data,attack,6818,,,,10,1819930|1819931|1819932|1819933|1819934|1819935|1819936|1819937|1819938|1819939,mon_ranishu_attack01|mon_ranishu_attack02|mon_ranishu_attack03|mon_ranishu_attack04|mon_ranishu_attack05|mon_ranishu_attack06|mon_ranishu_attack07|mon_ranishu_attack08|mon_ranishu_attack09|mon_ranishu_attack10
156188,no_creature_model_data_for_creature_sound_data,attack_critical,6818,,,,5,1819940|1819941|1819942|1819943|1819944,mon_ranishu_attackcrit01|mon_ranishu_attackcrit02|mon_ranishu_attackcrit03|mon_ranishu_attackcrit04|mon_ranishu_attackcrit05
156194,no_creature_model_data_for_creature_sound_data,attack,6819,,,,10,1819930|1819931|1819932|1819933|1819934|1819935|1819936|1819937|1819938|1819939,mon_ranishu_attack01|mon_ranishu_attack02|mon_ranishu_attack03|mon_ranishu_attack04|mon_ranishu_attack05|mon_ranishu_attack06|mon_ranishu_attack07|mon_ranishu_attack08|mon_ranishu_attack09|mon_ranishu_attack10
156195,no_creature_model_data_for_creature_sound_data,attack_critical,6819,,,,5,1819940|1819941|1819942|1819943|1819944,mon_ranishu_attackcrit01|mon_ranishu_attackcrit02|mon_ranishu_attackcrit03|mon_ranishu_attackcrit04|mon_ranishu_attackcrit05
156201,no_creature_model_data_for_creature_sound_data,attack|attack_critical,6820,,,,8,852964|852966|852968|852970|852972|852974|852976|852978,mon_faeriedragon_mount_attack_01|mon_faeriedragon_mount_attack_02|mon_faeriedragon_mount_attack_03|mon_faeriedragon_mount_attack_04|mon_faeriedragon_mount_attack_05|mon_faeriedragon_mount_attack_06|mon_faeriedragon_mount_attack_07|mon_faeriedragon_mount_attack_08
156223,no_creature_model_data_for_creature_sound_data,attack,6825,,,,6,1455019|1455020|1455021|1455022|1455023|1455024,mon_bloodfang_widow_spider_attack_01|mon_bloodfang_widow_spider_attack_02|mon_bloodfang_widow_spider_attack_03|mon_bloodfang_widow_spider_attack_04|mon_bloodfang_widow_spider_attack_05|mon_bloodfang_widow_spider_attack_06
156224,no_creature_model_data_for_creature_sound_data,attack_critical,6825,,,,3,1455025|1455026|1455027,mon_bloodfang_widow_spider_attackcrit_01|mon_bloodfang_widow_spider_attackcrit_02|mon_bloodfang_widow_spider_attackcrit_03
156307,no_creature_model_data_for_creature_sound_data,attack,6829,,,,7,1489487|1489488|1489489|1489490|1489491|1489492|1489493,mon_hornedhorse_attack_01|mon_hornedhorse_attack_02|mon_hornedhorse_attack_03|mon_hornedhorse_attack_04|mon_hornedhorse_attack_05|mon_hornedhorse_attack_06|mon_hornedhorse_attack_07
156308,no_creature_model_data_for_creature_sound_data,attack_critical,6829,,,,3,1489494|1489495|1489496,mon_hornedhorse_attackcrit_01|mon_hornedhorse_attackcrit_02|mon_hornedhorse_attackcrit_03
156800,no_creature_sound_data_attack_mapping,,,,,,5,613101|613103|613105|613107|613109,mon_yak_attackcrit_01|mon_yak_attackcrit_02|mon_yak_attackcrit_03|mon_yak_attackcrit_04|mon_yak_attackcrit_05
157088,no_creature_sound_data_attack_mapping,,,,,,1,1880888,rtc_80_trogs_attack_warning_bell_sweetener
157099,no_creature_sound_data_attack_mapping,,,,,,3,3525096|3525097|3525098,mon_vanatora_attackcritical_01_154326|mon_vanatora_attackcritical_02_154326|mon_vanatora_attackcritical_03_154326
157141,no_creature_sound_data_attack_mapping,,,,,,6,3586909|3586911|3586913|3586915|3586917|3586919,mon_sinfall_fiend_attackcritical_01_157111|mon_sinfall_fiend_attackcritical_02_157111|mon_sinfall_fiend_attackcritical_03_157111|mon_sinfall_fiend_attackcritical_04_157111|mon_sinfall_fiend_attackcritical_05_157111|mon_sinfall_fiend_attackcritical_06_157111
157410,no_creature_sound_data_attack_mapping,,,,,,2,3588597|3588601,mon_babyhorse2_attack_01_157404|mon_babyhorse2_attack_03_157404
157453,no_creature_model_data_for_creature_sound_data,attack_critical,6842,,,,5,3588886|3588888|3588890|3588892|3588894,mon_dragonturtle_attackcritical_00_157526|mon_dragonturtle_attackcritical_01_157526|mon_dragonturtle_attackcritical_02_157526|mon_dragonturtle_attackcritical_03_157526|mon_dragonturtle_attackcritical_04_157526
157454,no_creature_model_data_for_creature_sound_data,attack,6842,,,,10,3588896|3588898|3588900|3588902|3588904|3588906|3588908|3588910|3588912|3588914,mon_dragonturtle_attack_00_157524|mon_dragonturtle_attack_01_157524|mon_dragonturtle_attack_02_157524|mon_dragonturtle_attack_03_157524|mon_dragonturtle_attack_04_157524|mon_dragonturtle_attack_05_157524|mon_dragonturtle_attack_06_157524|mon_dragonturtle_attack_07_157524|mon_dragonturtle_attack_08_157524|mon_dragonturtle_attack_09_157524
157524,no_creature_model_data_for_creature_sound_data,attack,6843,,,,10,3588896|3588898|3588900|3588902|3588904|3588906|3588908|3588910|3588912|3588914,mon_dragonturtle_attack_00_157524|mon_dragonturtle_attack_01_157524|mon_dragonturtle_attack_02_157524|mon_dragonturtle_attack_03_157524|mon_dragonturtle_attack_04_157524|mon_dragonturtle_attack_05_157524|mon_dragonturtle_attack_06_157524|mon_dragonturtle_attack_07_157524|mon_dragonturtle_attack_08_157524|mon_dragonturtle_attack_09_157524
157525,no_creature_model_data_for_creature_sound_data,attack,6844,,,,10,3588896|3588898|3588900|3588902|3588904|3588906|3588908|3588910|3588912|3588914,mon_dragonturtle_attack_00_157524|mon_dragonturtle_attack_01_157524|mon_dragonturtle_attack_02_157524|mon_dragonturtle_attack_03_157524|mon_dragonturtle_attack_04_157524|mon_dragonturtle_attack_05_157524|mon_dragonturtle_attack_06_157524|mon_dragonturtle_attack_07_157524|mon_dragonturtle_attack_08_157524|mon_dragonturtle_attack_09_157524
157526,no_creature_model_data_for_creature_sound_data,attack_critical,6843,,,,5,3588886|3588888|3588890|3588892|3588894,mon_dragonturtle_attackcritical_00_157526|mon_dragonturtle_attackcritical_01_157526|mon_dragonturtle_attackcritical_02_157526|mon_dragonturtle_attackcritical_03_157526|mon_dragonturtle_attackcritical_04_157526
157527,no_creature_model_data_for_creature_sound_data,attack_critical,6844,,,,5,3588886|3588888|3588890|3588892|3588894,mon_dragonturtle_attackcritical_00_157526|mon_dragonturtle_attackcritical_01_157526|mon_dragonturtle_attackcritical_02_157526|mon_dragonturtle_attackcritical_03_157526|mon_dragonturtle_attackcritical_04_157526
157649,no_creature_sound_data_attack_mapping,,,,,,5,1466099|1466100|1466101|1466102|1466103,mon_nightmaredragon_attackcrit_01|mon_nightmaredragon_attackcrit_02|mon_nightmaredragon_attackcrit_03|mon_nightmaredragon_attackcrit_04|mon_nightmaredragon_attackcrit_05
157691,no_creature_sound_data_attack_mapping,,,,,,7,953723|953725|953727|953729|953731|953733|953735,mon_ironhideboar_attack_01|mon_ironhideboar_attack_02|mon_ironhideboar_attack_03|mon_ironhideboar_attack_04|mon_ironhideboar_attack_05|mon_ironhideboar_attack_06|mon_ironhideboar_attack_07
157822,no_creature_model_data_for_creature_sound_data,attack,6848,,,,10,1600633|1600634|1600635|1600636|1600637|1600638|1600639|1600640|1600641|1600642,mon_werebear_attack_01|mon_werebear_attack_02|mon_werebear_attack_03|mon_werebear_attack_04|mon_werebear_attack_05|mon_werebear_attack_06|mon_werebear_attack_07|mon_werebear_attack_08|mon_werebear_attack_09|mon_werebear_attack_10
157823,no_creature_model_data_for_creature_sound_data,attack_critical,6848,,,,4,1600643|1600644|1600645|1600646,mon_werebear_attackcrit_01|mon_werebear_attackcrit_02|mon_werebear_attackcrit_03|mon_werebear_attackcrit_04
158053,no_creature_sound_data_attack_mapping,,,,,,3,551342|551349|551352,gryphonattackc|gryphonattackb|gryphonattacka
158068,no_creature_model_data_for_creature_sound_data,attack,6853,,,,10,3594498|3594500|3594502|3594504|3594506|3594508|3594510|3594512|3594514|3594516,mon_baroness_frieda_attack_00_158068|mon_baroness_frieda_attack_01_158068|mon_baroness_frieda_attack_02_158068|mon_baroness_frieda_attack_03_158068|mon_baroness_frieda_attack_04_158068|mon_baroness_frieda_attack_05_158068|mon_baroness_frieda_attack_06_158068|mon_baroness_frieda_attack_07_158068|mon_baroness_frieda_attack_08_158068|mon_baroness_frieda_attack_09_158068
158069,no_creature_model_data_for_creature_sound_data,attack_critical,6853,,,,5,3594488|3594490|3594492|3594494|3594496,mon_baroness_frieda_attackcritical_00_158069|mon_baroness_frieda_attackcritical_01_158069|mon_baroness_frieda_attackcritical_02_158069|mon_baroness_frieda_attackcritical_03_158069|mon_baroness_frieda_attackcritical_04_158069
158138,no_creature_model_data_for_creature_sound_data,attack,6855,,,,7,3593936|3593938|3593940|3593942|3593944|3593946|3593948,mon_mothardenweald_attack_00_158018|mon_mothardenweald_attack_01_158018|mon_mothardenweald_attack_02_158018|mon_mothardenweald_attack_03_158018|mon_mothardenweald_attack_04_158018|mon_mothardenweald_attack_05_158018|mon_mothardenweald_attack_06_158018
158139,no_creature_model_data_for_creature_sound_data,attack_critical,6855,,,,3,3593930|3593932|3593934,mon_mothardenweald_attackcritical_00_158019|mon_mothardenweald_attackcritical_01_158019|mon_mothardenweald_attackcritical_02_158019
158166,no_creature_model_data_for_creature_sound_data,attack,6859,,,,10,3594823|3594825|3594827|3594829|3594831|3594833|3594835|3594837|3594839|3594841,mon_ardenwealdstag_attack_00_158123|mon_ardenwealdstag_attack_01_158123|mon_ardenwealdstag_attack_02_158123|mon_ardenwealdstag_attack_03_158123|mon_ardenwealdstag_attack_04_158123|mon_ardenwealdstag_attack_05_158123|mon_ardenwealdstag_attack_06_158123|mon_ardenwealdstag_attack_07_158123|mon_ardenwealdstag_attack_08_158123|mon_ardenwealdstag_attack_09_158123
158167,no_creature_model_data_for_creature_sound_data,attack_critical,6859,,,,5,3594813|3594815|3594817|3594819|3594821,mon_ardenwealdstag_attackcritical_00_158124|mon_ardenwealdstag_attackcritical_01_158124|mon_ardenwealdstag_attackcritical_02_158124|mon_ardenwealdstag_attackcritical_03_158124|mon_ardenwealdstag_attackcritical_04_158124
158514,no_creature_model_data_for_creature_sound_data,attack,6861,,,,10,3597429|3597431|3597433|3597435|3597437|3597439|3597441|3597443|3597445|3597447,mon_hjalmar_the_undying_attack_00_158514|mon_hjalmar_the_undying_attack_01_158514|mon_hjalmar_the_undying_attack_02_158514|mon_hjalmar_the_undying_attack_03_158514|mon_hjalmar_the_undying_attack_04_158514|mon_hjalmar_the_undying_attack_05_158514|mon_hjalmar_the_undying_attack_06_158514|mon_hjalmar_the_undying_attack_07_158514|mon_hjalmar_the_undying_attack_08_158514|mon_hjalmar_the_undying_attack_09_158514
158515,no_creature_model_data_for_creature_sound_data,attack_critical,6861,,,,5,3597419|3597421|3597423|3597425|3597427,mon_hjalmar_the_undying_attackcritical_00_158515|mon_hjalmar_the_undying_attackcritical_01_158515|mon_hjalmar_the_undying_attackcritical_02_158515|mon_hjalmar_the_undying_attackcritical_03_158515|mon_hjalmar_the_undying_attackcritical_04_158515
158550,no_creature_model_data_for_creature_sound_data,attack,6864,,,,10,3593174|3593176|3593178|3593180|3593182|3593184|3593186|3593188|3593190|3593192,mon_fox2_attack_00_157873|mon_fox2_attack_01_157873|mon_fox2_attack_02_157873|mon_fox2_attack_03_157873|mon_fox2_attack_04_157873|mon_fox2_attack_05_157873|mon_fox2_attack_06_157873|mon_fox2_attack_07_157873|mon_fox2_attack_08_157873|mon_fox2_attack_09_157873
158551,no_creature_model_data_for_creature_sound_data,attack_critical,6864,,,,5,3593164|3593166|3593168|3593170|3593172,mon_fox2_attackcritical_00_157874|mon_fox2_attackcritical_01_157874|mon_fox2_attackcritical_02_157874|mon_fox2_attackcritical_03_157874|mon_fox2_attackcritical_04_157874
158577,no_creature_model_data_for_creature_sound_data,attack,6866,,,,7,3597818|3597820|3597822|3597824|3597826|3597828|3597830,mon_maldraxxusboar_attack_00_158568|mon_maldraxxusboar_attack_01_158568|mon_maldraxxusboar_attack_02_158568|mon_maldraxxusboar_attack_03_158568|mon_maldraxxusboar_attack_04_158568|mon_maldraxxusboar_attack_05_158568|mon_maldraxxusboar_attack_06_158568
158587,no_world_creature_template_mapping_for_display,attack,6867,12117,95057,2,5,3598595|3598597|3598599|3598601|3598603,catmount_attack_3598595|catmount_attack_3598597|catmount_attack_3598599|catmount_attack_3598601|catmount_attack_3598603
158588,no_world_creature_template_mapping_for_display,attack_critical,6867,12117,95057,2,5,3598585|3598587|3598589|3598591|3598593,catmount_attackcritical_3598585|catmount_attackcritical_3598587|catmount_attackcritical_3598589|catmount_attackcritical_3598591|catmount_attackcritical_3598593
158604,no_creature_model_data_for_creature_sound_data,attack,6868,,,,10,3598208|3598210|3598212|3598214|3598216|3598218|3598220|3598222|3598224|3598226,mon_gorechop_attack_00_158604|mon_gorechop_attack_01_158604|mon_gorechop_attack_02_158604|mon_gorechop_attack_03_158604|mon_gorechop_attack_04_158604|mon_gorechop_attack_05_158604|mon_gorechop_attack_06_158604|mon_gorechop_attack_07_158604|mon_gorechop_attack_08_158604|mon_gorechop_attack_09_158604
158605,no_creature_model_data_for_creature_sound_data,attack_critical,6868,,,,5,3598198|3598200|3598202|3598204|3598206,mon_gorechop_attackcritical_00_158605|mon_gorechop_attackcritical_01_158605|mon_gorechop_attackcritical_02_158605|mon_gorechop_attackcritical_03_158605|mon_gorechop_attackcritical_04_158605
158609,no_creature_model_data_for_creature_sound_data,attack,6869,,,,10,3598298|3598300|3598302|3598304|3598306|3598308|3598310|3598312|3598314|3598316,mon_dredgerbrute_attack_00_158609|mon_dredgerbrute_attack_01_158609|mon_dredgerbrute_attack_02_158609|mon_dredgerbrute_attack_03_158609|mon_dredgerbrute_attack_04_158609|mon_dredgerbrute_attack_05_158609|mon_dredgerbrute_attack_06_158609|mon_dredgerbrute_attack_07_158609|mon_dredgerbrute_attack_08_158609|mon_dredgerbrute_attack_09_158609
158610,no_creature_model_data_for_creature_sound_data,attack_critical,6869,,,,5,3598288|3598290|3598292|3598294|3598296,mon_dredgerbrute_attackcritical_00_158610|mon_dredgerbrute_attackcritical_01_158610|mon_dredgerbrute_attackcritical_02_158610|mon_dredgerbrute_attackcritical_03_158610|mon_dredgerbrute_attackcritical_04_158610
158614,no_creature_model_data_for_creature_sound_data,attack,6870,,,,10,3592551|3592554|3592557|3592560|3592563|3592566|3592569|3592572|3592575|3592578,mon_blightbone_attack_00_158614|mon_blightbone_attack_01_158614|mon_blightbone_attack_02_158614|mon_blightbone_attack_03_158614|mon_blightbone_attack_04_158614|mon_blightbone_attack_05_158614|mon_blightbone_attack_06_158614|mon_blightbone_attack_07_158614|mon_blightbone_attack_08_158614|mon_blightbone_attack_09_158614
158615,no_creature_model_data_for_creature_sound_data,attack_critical,6870,,,,5,3592536|3592539|3592542|3592545|3592548,mon_blightbone_attackcritical_00_158615|mon_blightbone_attackcritical_01_158615|mon_blightbone_attackcritical_02_158615|mon_blightbone_attackcritical_03_158615|mon_blightbone_attackcritical_04_158615
158649,no_creature_model_data_for_creature_sound_data,attack_critical,6872|8452,,,,5,1044966|1044967|1044968|1044969|1044970,mon_orcskeleton_attackcrit01|mon_orcskeleton_attackcrit02|mon_orcskeleton_attackcrit03|mon_orcskeleton_attackcrit04|mon_orcskeleton_attackcrit05
158650,no_creature_model_data_for_creature_sound_data,attack,6872|8452,,,,10,1044956|1044957|1044958|1044959|1044960|1044961|1044962|1044963|1044964|1044965,mon_orcskeleton_attack01|mon_orcskeleton_attack02|mon_orcskeleton_attack03|mon_orcskeleton_attack04|mon_orcskeleton_attack05|mon_orcskeleton_attack06|mon_orcskeleton_attack07|mon_orcskeleton_attack08|mon_orcskeleton_attack09|mon_orcskeleton_attack10
158998,no_creature_model_data_for_creature_sound_data,attack_critical,6873,,,,3,3607186|3607188|3607190,mon_superzombie2_attackcritical_00_159008|mon_superzombie2_attackcritical_01_159008|mon_superzombie2_attackcritical_02_159008
158999,no_creature_model_data_for_creature_sound_data,attack,6873,,,,7,3607192|3607194|3607196|3607198|3607200|3607202|3607204,mon_superzombie2_attack_00_159007|mon_superzombie2_attack_01_159007|mon_superzombie2_attack_02_159007|mon_superzombie2_attack_03_159007|mon_superzombie2_attack_04_159007|mon_superzombie2_attack_05_159007|mon_superzombie2_attack_06_159007
