sound_kit_id,attack_role,creature_name,display_gender_value,display_gender_label,is_female,creature_entry_count,creature_entries,creature_display_ids,creature_model_data_ids,file_count_in_sound_kit,first_attack_filename
367,attack,Infinite Agent,1,female,yes,2,27744|184335,19061|112491,2456|14023,3,mdragonspawnattack2
368,attack_critical,Infinite Agent,1,female,yes,1,184335,112491,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Agent (1),1,female,yes,1,31203,19061,2456,3,mdragonspawnattack2
367,attack,Infinite Agent Image,1,female,yes,1,31633,27647,2456,3,mdragonspawnattack2
367,attack,Infinite Chrono-Magus,1,female,yes,1,27898,19061|19063,2456,3,mdragonspawnattack2
367,attack,Infinite Chronomancer,1,female,yes,2,17892|21136,19061,2456,3,mdragonspawnattack2
367,attack,Infinite Chronomancer (1),1,female,yes,2,20741|22165,19061,2456,3,mdragonspawnattack2
367,attack,Infinite Chronoweaver,1,female,yes,2,205384|217060,112575,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Chronoweaver,1,female,yes,2,205384|217060,112575,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Commando,1,female,yes,1,205216,112491,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Commando,1,female,yes,1,205216,112491,14023,1,mdragonspawnattackcritical1
2933,attack,Infinite Defender,1,female,yes,1,217673,116856,7300,4,nightelffemalemainattackc
2937,attack,Infinite Defender,1,female,yes,1,217673,117181,7599,10,humanfeamlemainattackb
3301,attack,Infinite Defender,1,female,yes,1,217673,117180,7793,9,trollfemalmainattackb
367,attack,Infinite Defiler,1,female,yes,1,18171,19061,2456,3,mdragonspawnattack2
367,attack,Infinite Defiler (1),1,female,yes,1,20532,19061,2456,3,mdragonspawnattack2
367,attack,Infinite Dragonspawn,1,female,yes,1,199747,110868,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Dragonspawn,1,female,yes,1,199747,110868,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Magus,1,female,yes,1,249019,113030,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Magus,1,female,yes,1,249019,113030,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Militant,1,female,yes,1,208191,113515,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Militant,1,female,yes,1,208191,113515,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Nullifer,1,female,yes,1,186820,19061,2456,3,mdragonspawnattack2
367,attack,Infinite Observer,1,female,yes,1,217059,110868|113030|113031,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Observer,1,female,yes,1,217059,110868|113030|113031,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Protector,1,female,yes,1,204658,110868,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Protector,1,female,yes,1,204658,110868,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Riftmage,1,female,yes,1,208698,110868,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Riftmage,1,female,yes,1,208698,110868,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Riftmender,1,female,yes,2,218117|218133,112575,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Riftmender,1,female,yes,2,218117|218133,112575,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Ritualist,1,female,yes,1,205784,112676,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Ritualist,1,female,yes,1,205784,112676,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Scaleconjuror,1,female,yes,1,208189,110868,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Scaleconjuror,1,female,yes,1,208189,110868,14023,1,mdragonspawnattackcritical1
2933,attack,Infinite Scholar,1,female,yes,1,217055,116856,7300,4,nightelffemalemainattackc
4060,attack,Infinite Shade of Delormi,1,female,yes,1,145160,88989,2455,3,drakeattackb
367,attack,Infinite Slayer,1,female,yes,1,249021,113025,14025,3,mdragonspawnattack2
368,attack_critical,Infinite Slayer,1,female,yes,1,249021,113025,14025,1,mdragonspawnattackcritical1
367,attack,Infinite Suppressor,1,female,yes,1,54920,19061,2456,3,mdragonspawnattack2
367,attack,Infinite Time-Weaver,1,female,yes,1,72633,50649,2456,3,mdragonspawnattack2
367,attack,Infinite Timebender,1,female,yes,1,205337,110868,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Timebender,1,female,yes,1,205337,110868,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Twilight Magus,1,female,yes,1,201223,110868|113030|113031,14023,3,mdragonspawnattack2
368,attack_critical,Infinite Twilight Magus,1,female,yes,1,201223,110868|113030|113031,14023,1,mdragonspawnattackcritical1
367,attack,Infinite Vanquisher,1,female,yes,2,18995|21139,19063,2456,3,mdragonspawnattack2
367,attack,Infinite Vanquisher (1),1,female,yes,2,20743|22168,19063,2456,3,mdragonspawnattack2
8992,attack,Influentual Reviewer,1,female,yes,1,253081,136524|136525|136526|136527|136528|136529|136530|136531|136532,8103,5,bloodelffemalepcattacka
8988,attack,Infuser Sariya,1,female,yes,1,190405,107124,7692,10,draeneifemalepcattackc
69118,attack,Ingathora Blood-Drinker,1,female,yes,1,138825,69126,8891,10,vo_70_vrykul_female_attack_06
69119,attack_critical,Ingathora Blood-Drinker,1,female,yes,1,138825,69126,8891,4,vo_70_vrykul_female_attackcrit_01
2925,attack,Inge Brightview,1,female,yes,1,253232,137768,7203,10,dwarffemalemainattackc
69118,attack,Ingel the Cunning,1,female,yes,1,138829,68959,8891,10,vo_70_vrykul_female_attack_06
69119,attack_critical,Ingel the Cunning,1,female,yes,1,138829,68959,8891,4,vo_70_vrykul_female_attackcrit_01
43081,attack,Ingra Saor,1,female,yes,1,163412,95716,7625,10,mon_botani_attack01
43082,attack_critical,Ingra Saor,1,female,yes,1,163412,95716,7625,5,mon_botani_attackcrit01
1361,attack,Ingrid Bellix,1,female,yes,4,126376|126377|131107|147623,78886,7578,10,undeadfemalefinalattacka
2925,attack,Ingrid Blackingot,1,female,yes,1,86176,59407,7203,10,dwarffemalemainattackc
2925,attack,Ingrid Darkplait,1,female,yes,1,87717,60470,7203,10,dwarffemalemainattackc
2925,attack,Ingrys Stonebrow,1,female,yes,1,5155,3070,7203,10,dwarffemalemainattackc
13823,attack,Inhyldir the Cursed,1,female,yes,2,233070|233137,123644,3533,10,valkierattack7
168117,attack,Iniopa,1,female,yes,1,157508,92170,11684,10,mon_noisy_kyrian_valiant_attack_10_168117
168118,attack_critical,Iniopa,1,female,yes,1,157508,92170,11684,5,mon_noisy_kyrian_valiant_attackcritical_05_168118
8992,attack,Initiate Arcanist,1,female,yes,1,259384,138454,8103,5,bloodelffemalepcattacka
1361,attack,Initiate Claget,1,female,yes,1,30067,26743,7578,10,undeadfemalefinalattacka
2937,attack,Initiate Clarke,1,female,yes,1,131165,83306,7599,10,humanfeamlemainattackb
2933,attack,Initiate Darkleaf,1,female,yes,2,204154|205275,112120,7300,4,nightelffemalemainattackc
8992,attack,Initiate Emeline,1,female,yes,1,18175,17551,8103,5,bloodelffemalepcattacka
2937,attack,Initiate Evans,1,female,yes,1,131166,83307,7599,10,humanfeamlemainattackb
2937,attack,Initiate Greer,1,female,yes,1,27299,24486,7599,10,humanfeamlemainattackb
2937,attack,Initiate Knapp,1,female,yes,1,27271,24485,7599,10,humanfeamlemainattackb
2937,attack,Initiate Mehrtens,1,female,yes,1,27291,24501,7599,10,humanfeamlemainattackb
209,attack,Initiate Na'Shra,1,female,yes,1,74977,52397,7200,12,vo_pcorcfemale_attack_01
173659,attack,Initiate of Rituals,1,female,yes,1,157722,96542,11945,9,mon_assembler_xertora_attack_01_173659
173660,attack_critical,Initiate of Rituals,1,female,yes,1,157722,96542,11945,5,mon_assembler_xertora_attackcritical_01_173660
2937,attack,Initiate Peony,1,female,yes,1,127396,79407,7599,10,humanfeamlemainattackb
2937,attack,Initiate Sasha,1,female,yes,3,100689|103689|108954,66799,7599,10,humanfeamlemainattackb
225,attack,Initiate Springtotem,1,female,yes,4,204008|205273|205400|206869,112086,9933,10,taurenfemalefinalattackb
3301,attack,Initiate Telubi,1,female,yes,4,203996|205272|205367|206868,112083,10395,9,trollfemalmainattackb
115456,attack,Initiate Undertide,1,female,yes,2,204155|205277,112121,10532,9,mon_kultiran_female_heavy_attack_06
115457,attack_critical,Initiate Undertide,1,female,yes,2,204155|205277,112121,10532,5,mon_kultiran_female_heavy_attackcrit_02
31715,attack,Injar'i Lakebloom,1,female,yes,1,59732,40979,3968,10,vo_pcpandarenfemale_attack01
2937,attack,Injured 7th Legion Soldier,1,female,yes,1,27788,24542,7599,10,humanfeamlemainattackb
8988,attack,Injured Acolyte,1,female,yes,1,118432,72369,7692,10,draeneifemalepcattackc
8992,attack,Injured Adept,1,female,yes,1,118425,61909,8103,5,bloodelffemalepcattacka
209,attack,Injured Adventurer,1,female,yes,1,199183,110574,7200,12,vo_pcorcfemale_attack_01
225,attack,Injured Adventurer,1,female,yes,2,107043|111834,65889|66058,7576,10,taurenfemalefinalattackb
8988,attack,Injured Adventurer,1,female,yes,3,106508|107033|107042,69726,7692,10,draeneifemalepcattackc
18496,attack,Injured Adventurer,1,female,yes,3,107042|111602|111934,69730,832,10,goblinfemale_attack02
31715,attack,Injured Adventurer,1,female,yes,1,84135,58148,3968,10,vo_pcpandarenfemale_attack01
336489,attack,Injured Amani,1,female,yes,1,245196,124845|124846|124847,15970,13,amanitrollfemale_attack_7686207
336489,attack,Injured Amani Grunt,1,female,yes,2,241568|245903,130712|130713|130714|130806|130807|130821|130822,15970,13,amanitrollfemale_attack_7686207
336489,attack,Injured Amani Warrior,1,female,yes,1,240843,130718|130719|130720|130741|130742|130743|130759|130761|130762|130801|130802|130816|130817|130831|130832|130846|130847,15970,13,amanitrollfemale_attack_7686207
8992,attack,Injured Archer,1,female,yes,1,118429,71234,8103,5,bloodelffemalepcattacka
2937,attack,Injured Argent Dawn Infantry,1,female,yes,1,16229,16078,7599,10,humanfeamlemainattackb
168090,attack,Injured Aspirant,1,female,yes,3,180036|182596|184322,99213|99214|99215|99229|99248|99290,11906,10,mon_aspirantfemale_attack_10_168090
168091,attack_critical,Injured Aspirant,1,female,yes,3,180036|182596|184322,99213|99214|99215|99229|99248|99290,11906,5,mon_aspirantfemale_attackcritical_05_168091
2933,attack,Injured Assault Volunteer,1,female,yes,1,41281,32877,7300,4,nightelffemalemainattackc
8988,attack,Injured Auchenai Defender,1,female,yes,1,78113,54462|54463,7692,10,draeneifemalepcattackc
3301,attack,Injured Bladeguard,1,female,yes,1,141543,81684|81685,10395,9,trollfemalmainattackb
43950,attack,Injured Blademaster,1,female,yes,1,182589,96196|96210,12245,10,mon_orcskeleton_attack01
43951,attack_critical,Injured Blademaster,1,female,yes,1,182589,96196|96210,12245,5,mon_orcskeleton_attackcrit01
8992,attack,Injured Blood Elf Priestess,1,female,yes,1,118612,65385|65386|65387|65388,8103,5,bloodelffemalepcattacka
8992,attack,Injured Blood Knight,1,female,yes,3,118398|245470|257660,62155|62156|136928|138983|138984,8103,5,bloodelffemalepcattacka
3301,attack,Injured Bwonsamdi Worshipper,1,female,yes,1,166033,80712|80713,10395,9,trollfemalmainattackb
209,attack,Injured Carnie,1,female,yes,1,54518,38841,7200,12,vo_pcorcfemale_attack_01
2933,attack,Injured Carnie,1,female,yes,1,54518,38839,7300,4,nightelffemalemainattackc
2937,attack,Injured Citizen,1,female,yes,3,35912|44470|136230,30217|30218|81368|81372|87389|87456,7599,10,humanfeamlemainattackb
8988,attack,Injured Citizen,1,female,yes,1,126339,58097|58098,7692,10,draeneifemalepcattackc
8992,attack,Injured Citizen,1,female,yes,1,240543,121121|121122|121123,8103,5,bloodelffemalepcattacka
2937,attack,Injured Civilian,1,female,yes,1,146668,80050,7599,10,humanfeamlemainattackb
8992,attack,Injured Civilian,1,female,yes,1,240062,121123,8103,5,bloodelffemalepcattacka
225,attack,Injured Combatant,1,female,yes,1,259666,142109,7576,10,taurenfemalefinalattackb
1361,attack,Injured Combatant,1,female,yes,1,259666,142105,7578,10,undeadfemalefinalattacka
2937,attack,Injured Combatant,1,female,yes,1,259665,142095|142098,7599,10,humanfeamlemainattackb
3301,attack,Injured Combatant,1,female,yes,1,259666,142106,7793,9,trollfemalmainattackb
8988,attack,Injured Combatant,1,female,yes,1,259665,142096,7692,10,draeneifemalepcattackc
115239,attack,Injured Combatant,1,female,yes,1,259666,142108,10787,10,mon_vulpera_female_attack_10
115240,attack_critical,Injured Combatant,1,female,yes,1,259666,142108,10787,5,mon_vulpera_female_attackcrit_01
2937,attack,Injured Commoner,1,female,yes,1,200076,110950|110951|110952,7599,10,humanfeamlemainattackb
2933,attack,Injured Conclave Priest,1,female,yes,1,110977,65369,7300,4,nightelffemalemainattackc
8992,attack,Injured Conclave Priest,1,female,yes,1,110977,65385,8103,5,bloodelffemalepcattacka
2937,attack,Injured Conjuror,1,female,yes,1,118428,70984,7599,10,humanfeamlemainattackb
169969,attack,Injured Culler,1,female,yes,1,178500,95868|95871|95890|97097|97101,12119,10,mon_ardenwealddryadfemale_attack_00_169969
169970,attack_critical,Injured Culler,1,female,yes,1,178500,95868|95871|95890|97097|97101,12119,5,mon_ardenwealddryadfemale_attackcritical_00_169970
3301,attack,Injured Darkspear Combatant,1,female,yes,2,73847|73896,51574|51575,7793,9,trollfemalmainattackb
3301,attack,Injured Darkspear Headhunter,1,female,yes,1,100505,34209|34211,7793,9,trollfemalmainattackb
2925,attack,Injured Defender,1,female,yes,1,23783,21761,7203,10,dwarffemalemainattackc
2937,attack,Injured Defender,1,female,yes,1,218392,115035,7599,10,humanfeamlemainattackb
8992,attack,Injured Defender,1,female,yes,2,239455|239837,89420|89421|89801,8103,5,bloodelffemalepcattacka
154029,attack_critical,Injured Defender,1,female,yes,1,178870,98020,12029,4,mon_tactician_sakaa_attackcritical_01_154029
154030,attack,Injured Defender,1,female,yes,1,178870,98020,12029,10,mon_tactician_sakaa_attack_01_154030
155180,attack,Injured Defender,1,female,yes,1,178870,92191,11689,10,mon_greeter_mnemis_attack_01_155180
155181,attack_critical,Injured Defender,1,female,yes,1,178870,92191,11689,5,mon_greeter_mnemis_attackcritical_01_155181
166851,attack,Injured Defender,1,female,yes,1,178870,99753,11919,13,mon_giggling_trickster_attack_13_166851
166852,attack_critical,Injured Defender,1,female,yes,1,178870,99753,11919,5,mon_giggling_trickster_attackcritical_05_166852
8988,attack,Injured Defender of Argus,1,female,yes,1,118401,62810|62811,7692,10,draeneifemalepcattackc
8988,attack,Injured Draenei,1,female,yes,1,16971,16492|16493,7692,10,draeneifemalepcattackc
8988,attack,Injured Draenei Anchorite,1,female,yes,1,118610,65343|65344,7692,10,draeneifemalepcattackc
209,attack,Injured Dragonmaw Straggler,1,female,yes,1,47465,36083,7200,12,vo_pcorcfemale_attack_01
2937,attack,Injured Drifter,1,female,yes,1,94746,32839|32840,7599,10,humanfeamlemainattackb
225,attack,Injured Druid,1,female,yes,2,40254|120104,31230|64492,7576,10,taurenfemalefinalattackb
2933,attack,Injured Druid,1,female,yes,2,40254|120982,31228|62317,7300,4,nightelffemalemainattackc
22445,attack,Injured Druid,1,female,yes,1,120104,73079,3142,10,worgenfemale_attack_01
3301,attack,Injured Druid of the Claw,1,female,yes,1,118128,65559,7793,9,trollfemalmainattackb
22445,attack,Injured Druid of the Claw,1,female,yes,1,118128,65563,3142,10,worgenfemale_attack_01
209,attack,Injured Earthen Ring Shaman,1,female,yes,1,117890,69152,7200,12,vo_pcorcfemale_attack_01
225,attack,Injured Earthen Ring Shaman,1,female,yes,1,117890,69149,7576,10,taurenfemalefinalattackb
2925,attack,Injured Earthen Ring Shaman,1,female,yes,1,117890,69150,7203,10,dwarffemalemainattackc
8988,attack,Injured Earthen Ring Shaman,1,female,yes,1,117890,69151,7692,10,draeneifemalepcattackc
18496,attack,Injured Employee,1,female,yes,1,48305,36097|36098,832,10,goblinfemale_attack02
174119,attack,Injured Enlightened,1,female,yes,1,182719,102165,12758,10,mon_broker_attack_01_174119
174120,attack_critical,Injured Enlightened,1,female,yes,1,182719,102165,12758,5,mon_broker_attackcritical_01_174120
2937,attack,Injured Footman,1,female,yes,1,148704,81539|81540,7599,10,humanfeamlemainattackb
1361,attack,Injured Forsaken Deathguard,1,female,yes,1,100508,2858,7578,10,undeadfemalefinalattacka
31715,attack,Injured Gao-Ran Defender,1,female,yes,1,62439,42492|42493|42494|42495,3968,10,vo_pcpandarenfemale_attack01
367,attack,Injured Gelikyr Investigator,1,female,yes,1,190470,106825|107270|107271|107272|107300,13027,3,mdragonspawnattack2
368,attack_critical,Injured Gelikyr Investigator,1,female,yes,1,190470,106825|107270|107271|107272|107300,13027,1,mdragonspawnattackcritical1
3301,attack,Injured Geomancer,1,female,yes,1,152842,72518,7793,9,trollfemalmainattackb
8988,attack,Injured Geomancer,1,female,yes,1,152842,71220,7692,10,draeneifemalepcattackc
18496,attack,Injured Goblin Miner,1,female,yes,1,29434,26249,832,10,goblinfemale_attack02
170005,attack,Injured Grovewarden,1,female,yes,1,163698,95529|96257,12133,10,mon_faunfemale_attack_01_170005
170006,attack_critical,Injured Grovewarden,1,female,yes,1,163698,95529|96257,12133,5,mon_faunfemale_attackcritical_01_170006
209,attack,Injured Grunt,1,female,yes,1,136080,83058|83059,11231,12,vo_pcorcfemale_attack_01
2925,attack,Injured Gryphon Rider,1,female,yes,1,92886,36567,7203,10,dwarffemalemainattackc
166240,attack,Injured Guarantor,1,female,yes,1,178498,96094|96095|96096|96097,11803,7,mon_vampire_female_attack_06_166240
166241,attack_critical,Injured Guarantor,1,female,yes,1,178498,96094|96095|96096|96097,11803,3,mon_vampire_female_attackcritical_02_166241
225,attack,Injured Guardian of the Dream,1,female,yes,1,107509,69497,7576,10,taurenfemalefinalattackb
2933,attack,Injured Guardian of the Dream,1,female,yes,1,107509,69500,7300,4,nightelffemalemainattackc
3301,attack,Injured Guardian of the Dream,1,female,yes,1,107509,69495,7793,9,trollfemalmainattackb
3301,attack,Injured Hexpriest,1,female,yes,1,118609,65412|65413,7793,9,trollfemalmainattackb
209,attack,Injured Horde Crewman,1,female,yes,1,60898,41660,7200,12,vo_pcorcfemale_attack_01
209,attack,Injured Horde Guard,1,female,yes,1,97100,4264,7200,12,vo_pcorcfemale_attack_01
225,attack,Injured Horde Guard,1,female,yes,1,97100,4263,7576,10,taurenfemalefinalattackb
1361,attack,Injured Hunter,1,female,yes,2,101714|101744,67304|67305|67306|67307,7578,10,undeadfemalefinalattacka
2937,attack,Injured Hunter,1,female,yes,2,138267|139801,80126|80127|80130|84436|84611,7599,10,humanfeamlemainattackb
115456,attack,Injured Hunter,1,female,yes,1,138267,80129,10532,9,mon_kultiran_female_heavy_attack_06
115457,attack_critical,Injured Hunter,1,female,yes,1,138267,80129,10532,5,mon_kultiran_female_heavy_attackcrit_02
169969,attack,Injured Hunter,1,female,yes,2,178747|179333,95868|95870|95871|95890|97097|97101,12119,10,mon_ardenwealddryadfemale_attack_00_169969
169970,attack_critical,Injured Hunter,1,female,yes,2,178747|179333,95868|95870|95871|95890|97097|97101,12119,5,mon_ardenwealddryadfemale_attackcritical_00_169970
31715,attack,Injured Initiate,1,female,yes,1,118430,68999,3968,10,vo_pcpandarenfemale_attack01
2937,attack,Injured Invoker,1,female,yes,1,118423,72549,7599,10,humanfeamlemainattackb
2937,attack,Injured Kirin Tor Guardian,1,female,yes,1,105564,69197,7599,10,humanfeamlemainattackb
8992,attack,Injured Kirin Tor Guardian,1,female,yes,1,105564,69196,8103,5,bloodelffemalepcattacka
209,attack,Injured Legionfall Defender,1,female,yes,1,120261,75015,7200,12,vo_pcorcfemale_attack_01
1361,attack,Injured Legionfall Defender,1,female,yes,1,120261,75014,7578,10,undeadfemalefinalattacka
2925,attack,Injured Legionfall Defender,1,female,yes,1,120261,75017,7203,10,dwarffemalemainattackc
22445,attack,Injured Legionfall Defender,1,female,yes,1,120261,75016,3142,10,worgenfemale_attack_01
2937,attack,Injured Legionfall Sentry,1,female,yes,1,120259,74990,7599,10,humanfeamlemainattackb
3269,attack,Injured Legionfall Sentry,1,female,yes,1,120259,74991,7130,10,gnomefemalemainattacka
8992,attack,Injured Legionfall Sentry,1,female,yes,1,120259,74992,8103,5,bloodelffemalepcattacka
18496,attack,Injured Legionfall Sentry,1,female,yes,1,120259,74993,832,10,goblinfemale_attack02
31715,attack,Injured Longying Defender,1,female,yes,1,61153,41890|41891,3968,10,vo_pcpandarenfemale_attack01
3301,attack,Injured Mage,1,female,yes,1,193289,106325,7793,9,trollfemalmainattackb
8988,attack,Injured Mage,1,female,yes,1,193289,106319,7692,10,draeneifemalepcattackc
8992,attack,Injured Mage,1,female,yes,1,193289,106321,8103,5,bloodelffemalepcattacka
115456,attack,Injured Mage,1,female,yes,1,193289,106322,10532,9,mon_kultiran_female_heavy_attack_06
115457,attack_critical,Injured Mage,1,female,yes,1,193289,106322,10532,5,mon_kultiran_female_heavy_attackcrit_02
8992,attack,Injured Magister,1,female,yes,1,251675,136761|136762|136766|136769|136770|136772|136774|136786|136790|136791|136792|136793|136799|136801,8103,5,bloodelffemalepcattacka
2937,attack,Injured Marine,1,female,yes,1,130556,81290,7599,10,humanfeamlemainattackb
136394,attack,Injured Mechagnome,1,female,yes,1,153271,90979|91275|91936,11489,10,mon_mechagnome_female_attack_01
136395,attack_critical,Injured Mechagnome,1,female,yes,1,153271,90979|91275|91936,11489,5,mon_mechagnome_female_attackcrit_01
2937,attack,Injured Militia,1,female,yes,1,139623,86449,7599,10,humanfeamlemainattackb
8988,attack,Injured Miner,1,female,yes,3,78353|78784|80349,53801|53802|53803|53804|55501,7692,10,draeneifemalepcattackc
2933,attack,Injured Night Elf Priestess,1,female,yes,1,17117,16864,7300,4,nightelffemalemainattackc
2937,attack,Injured Operative,1,female,yes,2,142074|150635,86124|86125|86126|86127|89637|90807,7599,10,humanfeamlemainattackb
2937,attack,Injured Peasant,1,female,yes,1,14484,14535|14536,7599,10,humanfeamlemainattackb
2933,attack,Injured Preserver Druid,1,female,yes,1,108460,66636|66637,7300,4,nightelffemalemainattackc
2933,attack,Injured Priestess of Elune,1,female,yes,1,118606,65369|65370|65371|65372,7300,4,nightelffemalemainattackc
225,attack,Injured Protector,1,female,yes,1,117265,66305,7576,10,taurenfemalefinalattackb
2937,attack,Injured Ranger,1,female,yes,1,128742,80126|80127|80130,7599,10,humanfeamlemainattackb
115456,attack,Injured Ranger,1,female,yes,1,128742,80129,10532,9,mon_kultiran_female_heavy_attack_06
115457,attack_critical,Injured Ranger,1,female,yes,1,128742,80129,10532,5,mon_kultiran_female_heavy_attackcrit_02
170005,attack,Injured Ranger,1,female,yes,1,181429,97598|97600,12133,10,mon_faunfemale_attack_01_170005
170006,attack_critical,Injured Ranger,1,female,yes,1,181429,97598|97600,12133,5,mon_faunfemale_attackcritical_01_170006
209,attack,Injured Razor Hill Grunt,1,female,yes,1,39270,9800|9801,7200,12,vo_pcorcfemale_attack_01
2937,attack,Injured Recruit,1,female,yes,2,200073|240365,110953|110956|110959|110982|111948|111949|111950|111952|128629|128635|128639|128644,7599,10,humanfeamlemainattackb
115456,attack,Injured Recruit,1,female,yes,1,240365,127459|127535|128630|128643,10532,9,mon_kultiran_female_heavy_attack_06
115457,attack_critical,Injured Recruit,1,female,yes,1,240365,127459|127535|128630|128643,10532,5,mon_kultiran_female_heavy_attackcrit_02
8992,attack,Injured Ren'dorei Scout,1,female,yes,1,252015,136327|136331,9935,5,bloodelffemalepcattacka
225,attack,Injured Researcher,1,female,yes,1,202596,108869,7576,10,taurenfemalefinalattackb
8992,attack,Injured Researcher,1,female,yes,1,202596,108870,8103,5,bloodelffemalepcattacka
31715,attack,Injured Researcher,1,female,yes,1,202596,110225,3968,10,vo_pcpandarenfemale_attack01
209,attack,Injured Resistance Fighter,1,female,yes,1,187341,106986,7200,12,vo_pcorcfemale_attack_01
2937,attack,Injured Resistance Fighter,1,female,yes,1,187341,106985,7599,10,humanfeamlemainattackb
3301,attack,Injured Resistance Fighter,1,female,yes,1,187341,106987,7793,9,trollfemalmainattackb
31715,attack,Injured Resistance Fighter,1,female,yes,1,187341,106988,3968,10,vo_pcpandarenfemale_attack01
209,attack,Injured Rider,1,female,yes,1,74431,49367|49368|52743,7200,12,vo_pcorcfemale_attack_01
2937,attack,Injured Scarlet Reserve,1,female,yes,1,214580,116103|116106,7599,10,humanfeamlemainattackb
3301,attack,Injured Scout,1,female,yes,1,132973,75969|75970,7793,9,trollfemalmainattackb
154830,attack,Injured Scout,1,female,yes,2,159739|163449,95768|95826,12206,7,mon_khaliiq_attack_01_154830
154831,attack_critical,Injured Scout,1,female,yes,2,159739|163449,95768|95826,12206,5,mon_khaliiq_attackcritical_01_154831
3301,attack,Injured Sen'jin Axe Thrower,1,female,yes,1,97101,4084,7793,9,trollfemalmainattackb
2933,attack,Injured Sentinel,1,female,yes,1,33375,28590|28591|28593|28594,7300,4,nightelffemalemainattackc
2933,attack,Injured Sentry,1,female,yes,1,120480,63571|63572,7300,4,nightelffemalemainattackc
2937,attack,Injured Sentry,1,female,yes,1,241929,127533|127534|127537,7599,10,humanfeamlemainattackb
115456,attack,Injured Sentry,1,female,yes,1,241929,127538|127539|127542,10532,9,mon_kultiran_female_heavy_attack_06
115457,attack_critical,Injured Sentry,1,female,yes,1,241929,127538|127539|127542,10532,5,mon_kultiran_female_heavy_attackcrit_02
8988,attack,Injured Sha'tari Citizen,1,female,yes,1,83604,58097|58098,7692,10,draeneifemalepcattackc
209,attack,Injured Shaman,1,female,yes,1,120313,72510,7200,12,vo_pcorcfemale_attack_01
2925,attack,Injured Shaman,1,female,yes,1,120313,71131,7203,10,dwarffemalemainattackc
69118,attack,Injured Shieldmaiden,1,female,yes,1,118406,74391,8891,10,vo_70_vrykul_female_attack_06
69119,attack_critical,Injured Shieldmaiden,1,female,yes,1,118406,74391,8891,4,vo_70_vrykul_female_attackcrit_01
2937,attack,Injured Shipwrecked Sailor,1,female,yes,2,136075|136897,84442|84443,7599,10,humanfeamlemainattackb
2925,attack,Injured Silver Hand Knight,1,female,yes,1,118400,61959,7203,10,dwarffemalemainattackc
2937,attack,Injured Silver Hand Knight,1,female,yes,1,118400,61951,7599,10,humanfeamlemainattackb
2937,attack,Injured Sister of the Light,1,female,yes,1,118608,65358|65359|65360|65361,7599,10,humanfeamlemainattackb
2933,attack,Injured Soldier,1,female,yes,3,153210|153372|156611,91693,7300,4,nightelffemalemainattackc
2937,attack,Injured Soldier,1,female,yes,5,153210|153372|156611|199970|215678,3257|34005|49631|89543|99949|99951|116020|117882,7599,10,humanfeamlemainattackb
22445,attack,Injured Soldier,1,female,yes,3,153210|153372|156611,91684,3142,10,worgenfemale_attack_01
115456,attack,Injured Soldier,1,female,yes,2,213306|220225,117878|117879,10532,9,mon_kultiran_female_heavy_attack_06
115457,attack_critical,Injured Soldier,1,female,yes,2,213306|220225,117878|117879,10532,5,mon_kultiran_female_heavy_attackcrit_02
2925,attack,Injured Stormpike Trainee,1,female,yes,1,97836,36334|36335,7203,10,dwarffemalemainattackc
2937,attack,Injured Stormwind Guard,1,female,yes,1,106277,5446,7599,10,humanfeamlemainattackb
2937,attack,Injured Stormwind Infantry,1,female,yes,1,16865,20740,7599,10,humanfeamlemainattackb
225,attack,Injured Sun Priest,1,female,yes,1,118607,65420|65421,7576,10,taurenfemalefinalattackb
8992,attack,Injured Sunreaver Scout,1,female,yes,1,30240,26890,8103,5,bloodelffemalepcattacka
8992,attack,Injured Sunsworn Defender,1,female,yes,1,78043,53974|53975,8103,5,bloodelffemalepcattacka
225,attack,Injured Sunwalker Brave,1,female,yes,1,118399,62913|62914,7576,10,taurenfemalefinalattackb
225,attack,Injured Thunder Bluff Brave,1,female,yes,1,100506,54535,7576,10,taurenfemalefinalattackb
